epoch,accuracy,loss,lr,val_accuracy,val_loss
50,0.9955357313156128,0.3691568374633789,5e-06,0.9991666674613953,0.35403597354888916
51,0.9971428513526917,0.36632654070854187,5e-06,0.9991666674613953,0.3530285060405731
52,0.9973809719085693,0.3648838996887207,5e-06,0.9997222423553467,0.3522130250930786
53,0.9975595474243164,0.3637162744998932,5e-06,0.9991666674613953,0.3515855669975281
54,0.9976785778999329,0.36270958185195923,5e-06,0.9997222423553467,0.3505900502204895
55,0.998452365398407,0.3606969714164734,5e-06,1.0,0.34976255893707275
56,0.9983333349227905,0.3601660132408142,5e-06,1.0,0.34931480884552
57,0.9982737898826599,0.3593907654285431,5e-06,1.0,0.3484395742416382
58,0.9987499713897705,0.357488214969635,5e-06,0.9997222423553467,0.34791654348373413
59,0.9983333349227905,0.3573181927204132,5e-06,0.9994444251060486,0.3478350043296814
60,0.9986904859542847,0.3560209572315216,5e-06,1.0,0.3466326892375946
61,0.9991071224212646,0.35488414764404297,5e-06,0.9997222423553467,0.3464987576007843
62,0.9989285469055176,0.3538528084754944,5e-06,1.0,0.3452661335468292
63,0.9992856979370117,0.3533068597316742,5e-06,0.9997222423553467,0.34459760785102844
64,0.9988690614700317,0.3523460626602173,5e-06,1.0,0.3439192771911621
65,0.9995238184928894,0.35124045610427856,5e-06,1.0,0.3434753715991974
66,0.9992856979370117,0.3506358563899994,5e-06,1.0,0.3428916335105896
67,0.999404788017273,0.3497709035873413,5e-06,1.0,0.3422602713108063
68,0.9991666674613953,0.3492097854614258,5e-06,1.0,0.3417792320251465
69,0.9991071224212646,0.3484828770160675,5e-06,1.0,0.34110602736473083
